Timestamp(ms),Source,Destination, Length(Mb)
4000,Lagos,Al-Iskandariyah-(Alexandria),0.24882296576131382
4000,Lagos,Al-Qahirah-(Cairo),0.11214355192296832
4000,Lagos,Ankara,1.152342527361934
4000,Lagos,Irbil-(Erbil),0.812523368781927
4000,Lagos,Haerbin,1.1239256789471486
4000,Lagos,Tomsk,0.41445362294973054
4000,Lagos,Tehran,1.1430404702327817
4000,Lagos,Sendai,0.9199606520370283
4000,Tomsk,Abuja,0.24517642482411334
4000,Tomsk,Al-Iskandariyah-(Alexandria),0.7837002333674461
4000,Tomsk,Al-Qahirah-(Cairo),1.2285956281476718
4000,Tomsk,Ankara,0.11516691363750611
4000,Tomsk,Irbil-(Erbil),0.9766608277044929
4000,Tomsk,Haerbin,0.7481027738661641
4000,Tomsk,Lagos,0.07246476673550273
4000,Tomsk,Tehran,0.3393954912894926
4000,Tomsk,Sendai,0.8255585025844967
4000,Tehran,Abuja,1.2509164832015882
4000,Tehran,Al-Iskandariyah-(Alexandria),0.16462991110421604
4000,Tehran,Al-Qahirah-(Cairo),1.2969217465843077
4000,Tehran,Ankara,0.9510061558864791
4000,Tehran,Irbil-(Erbil),0.5582984542611552
4000,Tehran,Haerbin,0.8009172069470325
4000,Tehran,Lagos,1.3302106846110506
4000,Tehran,Tomsk,1.0110251923098106
4000,Tehran,Sendai,1.295069725783358
4000,Sendai,Abuja,0.2684769390945701
4000,Sendai,Al-Iskandariyah-(Alexandria),0.6063272029436315
4000,Sendai,Al-Qahirah-(Cairo),0.07540327584362035
4000,Sendai,Ankara,0.026731839927399616
4000,Sendai,Irbil-(Erbil),1.1898937335349629
4000,Sendai,Haerbin,0.44624377485841116
4000,Sendai,Lagos,0.7971790275943962
4000,Sendai,Tomsk,0.7932765910191384
4000,Sendai,Tehran,1.297196150462144
6000,Abuja,Al-Iskandariyah-(Alexandria),1.0044831729294925
6000,Abuja,Al-Qahirah-(Cairo),0.1352506593869558
6000,Abuja,Ankara,1.1288517304946697
6000,Abuja,Irbil-(Erbil),0.21825140833580603
6000,Abuja,Haerbin,0.39361702525979825
6000,Abuja,Lagos,0.1329709618529673
6000,Abuja,Tomsk,0.4492913165450643
6000,Abuja,Tehran,1.1610198891976202
6000,Abuja,Sendai,0.0344616992638637
6000,Al-Iskandariyah-(Alexandria),Abuja,0.37766054308082914
6000,Al-Iskandariyah-(Alexandria),Al-Qahirah-(Cairo),1.1023233904166636
6000,Al-Iskandariyah-(Alexandria),Ankara,1.1816243082508202
6000,Al-Iskandariyah-(Alexandria),Irbil-(Erbil),0.6136925876824569
6000,Al-Iskandariyah-(Alexandria),Haerbin,1.0169588829040803
6000,Al-Iskandariyah-(Alexandria),Lagos,0.4620341896439851
6000,Al-Iskandariyah-(Alexandria),Tomsk,1.1530898425776572
6000,Al-Iskandariyah-(Alexandria),Tehran,0.16165383959576887
6000,Al-Iskandariyah-(Alexandria),Sendai,0.7543343222048231
6000,Al-Qahirah-(Cairo),Abuja,0.9707354625750806
6000,Al-Qahirah-(Cairo),Al-Iskandariyah-(Alexandria),0.4869871755003497
6000,Al-Qahirah-(Cairo),Ankara,0.5758658874578755
6000,Al-Qahirah-(Cairo),Irbil-(Erbil),0.9104265981591624
6000,Al-Qahirah-(Cairo),Haerbin,0.7435155983308387
6000,Al-Qahirah-(Cairo),Lagos,0.7793677615272883
6000,Al-Qahirah-(Cairo),Tomsk,1.259739114295594
6000,Al-Qahirah-(Cairo),Tehran,0.38377001882449546
6000,Al-Qahirah-(Cairo),Sendai,0.15353004210471313
6000,Ankara,Abuja,0.8725798634855342
6000,Ankara,Al-Iskandariyah-(Alexandria),0.888580315449941
6000,Ankara,Al-Qahirah-(Cairo),0.354222451535379
6000,Ankara,Irbil-(Erbil),0.019268190749853677
6000,Ankara,Haerbin,1.1944209372457937
6000,Ankara,Lagos,0.799672381158716
6000,Ankara,Tomsk,0.4572077226960355
6000,Ankara,Tehran,0.33884402440672423
6000,Ankara,Sendai,0.03715771437757971
6000,Irbil-(Erbil),Abuja,0.8004286980988964
6000,Irbil-(Erbil),Al-Iskandariyah-(Alexandria),1.1148833471457902
6000,Irbil-(Erbil),Al-Qahirah-(Cairo),0.5652170921586896
6000,Irbil-(Erbil),Ankara,0.3954674074548897
6000,Irbil-(Erbil),Haerbin,0.0173991847735541
6000,Irbil-(Erbil),Lagos,1.1815137229339994
6000,Irbil-(Erbil),Tomsk,0.4250884244813441
6000,Irbil-(Erbil),Tehran,0.29377722354643254
6000,Irbil-(Erbil),Sendai,1.259564572517678
6000,Haerbin,Abuja,1.0485192576286753
6000,Haerbin,Al-Iskandariyah-(Alexandria),0.7199519873838292
6000,Haerbin,Al-Qahirah-(Cairo),1.0849698987217185
6000,Haerbin,Ankara,1.000283327538442
6000,Haerbin,Irbil-(Erbil),0.7949837092302297
6000,Haerbin,Lagos,0.36823616997795316
6000,Haerbin,Tomsk,1.1924886009137978
6000,Haerbin,Tehran,1.017889816787681
6000,Haerbin,Sendai,0.020549422025408916
6000,Lagos,Abuja,0.5581980982351282
6000,Lagos,Al-Iskandariyah-(Alexandria),0.08538294957500803
6000,Lagos,Al-Qahirah-(Cairo),1.2419792058608647
6000,Lagos,Ankara,1.3029400978418098
6000,Lagos,Irbil-(Erbil),0.8686389947310869
6000,Lagos,Haerbin,0.1349560312310989
6000,Lagos,Tomsk,0.9711021514260156
6000,Lagos,Tehran,0.6723825842189233
6000,Lagos,Sendai,0.6628365316018434
6000,Tomsk,Abuja,1.1996024203401052
6000,Tomsk,Al-Iskandariyah-(Alexandria),1.065533343938816
6000,Tomsk,Al-Qahirah-(Cairo),0.9851710401833996
6000,Tomsk,Ankara,1.045690228862306
6000,Tomsk,Irbil-(Erbil),1.1771410981845527
6000,Tomsk,Haerbin,0.06690897765217022
6000,Tomsk,Lagos,0.7252194179476954
6000,Tomsk,Tehran,0.7681381989814751
6000,Tomsk,Sendai,0.16942878358214042
6000,Tehran,Abuja,0.0023471263272438017
6000,Tehran,Al-Iskandariyah-(Alexandria),0.6912485051895542
6000,Tehran,Al-Qahirah-(Cairo),0.6439198728639367
6000,Tehran,Ankara,1.0185419128644182
6000,Tehran,Irbil-(Erbil),0.44252687230539733
6000,Tehran,Haerbin,0.24476123947403453
6000,Tehran,Lagos,1.063822400372218
6000,Tehran,Tomsk,0.5893990054203071
6000,Tehran,Sendai,0.4139208206364283
6000,Sendai,Abuja,1.162726926286239
6000,Sendai,Al-Iskandariyah-(Alexandria),0.4108075526642502
6000,Sendai,Al-Qahirah-(Cairo),1.2334874740186499
6000,Sendai,Ankara,1.1878685375559186
6000,Sendai,Irbil-(Erbil),0.8496781503541726
6000,Sendai,Haerbin,1.1328158481298314
6000,Sendai,Lagos,1.2753313368170422
6000,Sendai,Tomsk,0.24503391607022632
6000,Sendai,Tehran,0.18180282663508152
8000,Abuja,Al-Iskandariyah-(Alexandria),0.13902926510585356
8000,Abuja,Al-Qahirah-(Cairo),1.2537428500835186
8000,Abuja,Ankara,0.06761464175651458
8000,Abuja,Irbil-(Erbil),0.8751569545417844
8000,Abuja,Haerbin,0.26779153179050175
8000,Abuja,Lagos,0.14940918152518382
8000,Abuja,Tomsk,0.8692337632017978
8000,Abuja,Tehran,1.2188641460212981
8000,Abuja,Sendai,0.8862226065475971
8000,Al-Iskandariyah-(Alexandria),Abuja,1.237305227339578
8000,Al-Iskandariyah-(Alexandria),Al-Qahirah-(Cairo),1.1881272100346698
8000,Al-Iskandariyah-(Alexandria),Ankara,1.1706149333797928
8000,Al-Iskandariyah-(Alexandria),Irbil-(Erbil),1.03652556651268
8000,Al-Iskandariyah-(Alexandria),Haerbin,0.05414932045849685
8000,Al-Iskandariyah-(Alexandria),Lagos,0.5602280293343567
8000,Al-Iskandariyah-(Alexandria),Tomsk,1.0921987399664101
8000,Al-Iskandariyah-(Alexandria),Tehran,1.2751855542978197
8000,Al-Iskandariyah-(Alexandria),Sendai,1.0178525872684017
8000,Al-Qahirah-(Cairo),Abuja,1.2127486224658464
8000,Al-Qahirah-(Cairo),Al-Iskandariyah-(Alexandria),0.4014414410222146
8000,Al-Qahirah-(Cairo),Ankara,0.5020265804006582
8000,Al-Qahirah-(Cairo),Irbil-(Erbil),0.870539600208753
8000,Al-Qahirah-(Cairo),Haerbin,1.3229881670659696
8000,Al-Qahirah-(Cairo),Lagos,1.186275384612088
8000,Al-Qahirah-(Cairo),Tomsk,0.47927873290416256
8000,Al-Qahirah-(Cairo),Tehran,0.5439983588848973
8000,Al-Qahirah-(Cairo),Sendai,0.7406374119693333
8000,Ankara,Abuja,0.6808609338975933
8000,Ankara,Al-Iskandariyah-(Alexandria),1.2774932254557463
8000,Ankara,Al-Qahirah-(Cairo),0.6451329935605564
8000,Ankara,Irbil-(Erbil),0.4129751883493478
8000,Ankara,Haerbin,1.0337078923311995
8000,Ankara,Lagos,1.2936452464229533
8000,Ankara,Tomsk,1.2429581486549832
8000,Ankara,Tehran,0.8728354801364647
8000,Ankara,Sendai,0.8289846739681589
8000,Irbil-(Erbil),Abuja,1.2341300404611077
8000,Irbil-(Erbil),Al-Iskandariyah-(Alexandria),0.8176633791040514
8000,Irbil-(Erbil),Al-Qahirah-(Cairo),0.054199849618567164
8000,Irbil-(Erbil),Ankara,0.22686382775739755
8000,Irbil-(Erbil),Haerbin,0.44074561567518344
8000,Irbil-(Erbil),Lagos,0.5412160467916706
8000,Irbil-(Erbil),Tomsk,0.7047075353445142
8000,Irbil-(Erbil),Tehran,0.10779365014744598
8000,Irbil-(Erbil),Sendai,0.4911387409191522
8000,Haerbin,Abuja,0.575529318209977
8000,Haerbin,Al-Iskandariyah-(Alexandria),0.6948017953850592
8000,Haerbin,Al-Qahirah-(Cairo),0.6354428102964809
8000,Haerbin,Ankara,0.22256825096099142
8000,Haerbin,Irbil-(Erbil),0.22293224401875317
8000,Haerbin,Lagos,1.3203065849056619
8000,Haerbin,Tomsk,1.1697396907933941
8000,Haerbin,Tehran,1.0356083739544013
8000,Haerbin,Sendai,0.297402976173078
8000,Lagos,Abuja,0.9535723460946424
8000,Lagos,Al-Iskandariyah-(Alexandria),1.2660850815204727
8000,Lagos,Al-Qahirah-(Cairo),0.4441861228233493
8000,Lagos,Ankara,1.1666099076217455
8000,Lagos,Irbil-(Erbil),0.1134723243305209
8000,Lagos,Haerbin,0.589721478121179
8000,Lagos,Tomsk,0.4230788707057796
8000,Lagos,Tehran,0.8860525376159192
8000,Lagos,Sendai,1.2653509831685894
8000,Tomsk,Abuja,0.7794442749057693
8000,Tomsk,Al-Iskandariyah-(Alexandria),0.8114419455317248
8000,Tomsk,Al-Qahirah-(Cairo),0.5797199867576742
8000,Tomsk,Ankara,0.23330239350779328
8000,Tomsk,Irbil-(Erbil),0.9073678629112585
8000,Tomsk,Haerbin,1.0583647576367852
8000,Tomsk,Lagos,1.0370593944033546
8000,Tomsk,Tehran,0.7049300588247741
8000,Tomsk,Sendai,0.24259016118750676
8000,Tehran,Abuja,1.2647812669973684
8000,Tehran,Al-Iskandariyah-(Alexandria),0.5702921095912803
8000,Tehran,Al-Qahirah-(Cairo),0.5568562685520023
8000,Tehran,Ankara,1.0888261807123183
8000,Tehran,Irbil-(Erbil),0.8026870942663181
8000,Tehran,Haerbin,0.7184202951241669
8000,Tehran,Lagos,0.14495874094727634
8000,Tehran,Tomsk,0.5422778062227576
8000,Tehran,Sendai,1.318054004762103
8000,Sendai,Abuja,0.905855707802905
8000,Sendai,Al-Iskandariyah-(Alexandria),0.31216693432126086
8000,Sendai,Al-Qahirah-(Cairo),1.2028040325367255
8000,Sendai,Ankara,1.1627456746991884
8000,Sendai,Irbil-(Erbil),0.6653367579962844
8000,Sendai,Haerbin,0.8526288431754787
8000,Sendai,Lagos,0.5736739063352685
8000,Sendai,Tomsk,0.9636170565161646
8000,Sendai,Tehran,0.6717628636094355
10000,Abuja,Al-Iskandariyah-(Alexandria),0.9744283415937562
10000,Abuja,Al-Qahirah-(Cairo),1.3024918034588209
10000,Abuja,Ankara,1.2947377177354393
10000,Abuja,Irbil-(Erbil),0.4726082807559272
10000,Abuja,Haerbin,0.8199927887637062
10000,Abuja,Lagos,0.6501427306987926
10000,Abuja,Tomsk,1.2719392994540284
10000,Abuja,Tehran,0.41034092008268275
10000,Abuja,Sendai,0.33126580469309985
10000,Al-Iskandariyah-(Alexandria),Abuja,0.06676011520248526
10000,Al-Iskandariyah-(Alexandria),Al-Qahirah-(Cairo),0.20962952897593778
10000,Al-Iskandariyah-(Alexandria),Ankara,0.30029696390643634
10000,Al-Iskandariyah-(Alexandria),Irbil-(Erbil),0.9177956265775156
10000,Al-Iskandariyah-(Alexandria),Haerbin,1.0281011287812005
10000,Al-Iskandariyah-(Alexandria),Lagos,1.0660140623452508
10000,Al-Iskandariyah-(Alexandria),Tomsk,0.3898872490369863
10000,Al-Iskandariyah-(Alexandria),Tehran,0.9253984160863229
10000,Al-Iskandariyah-(Alexandria),Sendai,0.4316284114747824
10000,Al-Qahirah-(Cairo),Abuja,0.462873445658653
10000,Al-Qahirah-(Cairo),Al-Iskandariyah-(Alexandria),0.6567853965278686
10000,Al-Qahirah-(Cairo),Ankara,0.5382073610294223
10000,Al-Qahirah-(Cairo),Irbil-(Erbil),1.020898975517724
10000,Al-Qahirah-(Cairo),Haerbin,0.8381935578877981
10000,Al-Qahirah-(Cairo),Lagos,0.15158654753090622
10000,Al-Qahirah-(Cairo),Tomsk,0.09579589434487001
10000,Al-Qahirah-(Cairo),Tehran,0.6530256291572717
10000,Al-Qahirah-(Cairo),Sendai,0.038868207601826445
10000,Ankara,Abuja,1.1610136195297378
10000,Ankara,Al-Iskandariyah-(Alexandria),0.9996551673104446
10000,Ankara,Al-Qahirah-(Cairo),0.9929520252564293
10000,Ankara,Irbil-(Erbil),0.5377034339447013
10000,Ankara,Haerbin,0.9498511778895689
10000,Ankara,Lagos,1.0014975824079206
10000,Ankara,Tomsk,1.0172305996837918
10000,Ankara,Tehran,0.38488882482136433
10000,Ankara,Sendai,1.2042873094007047
10000,Irbil-(Erbil),Abuja,0.2307521678887004
10000,Irbil-(Erbil),Al-Iskandariyah-(Alexandria),1.3192347115158078
10000,Irbil-(Erbil),Al-Qahirah-(Cairo),0.010178922254140854
10000,Irbil-(Erbil),Ankara,1.2082681211135302
10000,Irbil-(Erbil),Haerbin,0.7624509318325785
10000,Irbil-(Erbil),Lagos,1.149225970558831
10000,Irbil-(Erbil),Tomsk,1.0864094509785325
10000,Irbil-(Erbil),Tehran,1.333235969648383
10000,Irbil-(Erbil),Sendai,0.023276092882944816
10000,Haerbin,Abuja,0.009791674702915937
